     ITIME      Time(Hours)    Net_Q/INLET_Q    Mass_Error      Cumu_Mass_Error  No_Wet_Cell
    189000      5.2500E-01     -3.3325E-10      3.3325E-10      3.8689E-04         200
    189100      5.2528E-01     -3.3325E-10      3.3325E-10      3.8669E-04         200
    189200      5.2556E-01     -3.3325E-10      3.3325E-10      3.8649E-04         200
    189300      5.2583E-01     -3.3325E-10      3.3325E-10      3.8629E-04         200
    189400      5.2611E-01     -3.3325E-10      3.3325E-10      3.8609E-04         200
    189500      5.2639E-01     -3.3325E-10      3.3325E-10      3.8589E-04         200
    189600      5.2667E-01     -3.3325E-10      3.3325E-10      3.8569E-04         200
    189700      5.2694E-01     -3.3325E-10      3.3325E-10      3.8550E-04         200
    189800      5.2722E-01     -3.3325E-10      3.3325E-10      3.8530E-04         200
    189900      5.2750E-01     -3.3325E-10      3.3325E-10      3.8510E-04         200
    190000      5.2778E-01     -3.3325E-10      3.3325E-10      3.8490E-04         200
    190100      5.2806E-01     -3.3325E-10      3.3325E-10      3.8470E-04         200
    190200      5.2833E-01     -3.3325E-10      3.3325E-10      3.8451E-04         200
    190300      5.2861E-01     -3.3325E-10      3.3325E-10      3.8431E-04         200
    190400      5.2889E-01     -3.3325E-10      3.3325E-10      3.8411E-04         200
    190500      5.2917E-01     -3.3325E-10      3.3325E-10      3.8392E-04         200
    190600      5.2944E-01     -3.3325E-10      3.3325E-10      3.8372E-04         200
    190700      5.2972E-01     -3.3325E-10      3.3325E-10      3.8352E-04         200
    190800      5.3000E-01     -3.3325E-10      3.3325E-10      3.8333E-04         200
    190900      5.3028E-01     -3.3325E-10      3.3325E-10      3.8313E-04         200
    191000      5.3056E-01     -3.3325E-10      3.3325E-10      3.8293E-04         200
    191100      5.3083E-01     -3.3325E-10      3.3325E-10      3.8274E-04         200
    191200      5.3111E-01     -3.3325E-10      3.3325E-10      3.8254E-04         200
    191300      5.3139E-01     -3.3325E-10      3.3325E-10      3.8235E-04         200
    191400      5.3167E-01     -3.3325E-10      3.3325E-10      3.8215E-04         200
    191500      5.3194E-01     -3.3325E-10      3.3325E-10      3.8196E-04         200
    191600      5.3222E-01     -3.3325E-10      3.3325E-10      3.8176E-04         200
    191700      5.3250E-01     -3.3325E-10      3.3325E-10      3.8157E-04         200
    191800      5.3278E-01     -3.3325E-10      3.3325E-10      3.8138E-04         200
    191900      5.3306E-01     -3.3325E-10      3.3325E-10      3.8118E-04         200
    192000      5.3333E-01     -3.3325E-10      3.3325E-10      3.8099E-04         200
    192100      5.3361E-01     -3.3325E-10      3.3325E-10      3.8079E-04         200
    192200      5.3389E-01     -3.3325E-10      3.3325E-10      3.8060E-04         200
    192300      5.3417E-01     -3.3325E-10      3.3325E-10      3.8041E-04         200
    192400      5.3444E-01     -3.3325E-10      3.3325E-10      3.8021E-04         200
    192500      5.3472E-01     -3.3325E-10      3.3325E-10      3.8002E-04         200
    192600      5.3500E-01     -3.3325E-10      3.3325E-10      3.7983E-04         200
    192700      5.3528E-01     -3.3325E-10      3.3325E-10      3.7964E-04         200
    192800      5.3556E-01     -3.3325E-10      3.3325E-10      3.7944E-04         200
    192900      5.3583E-01     -3.3325E-10      3.3325E-10      3.7925E-04         200
    193000      5.3611E-01     -3.3325E-10      3.3325E-10      3.7906E-04         200
    193100      5.3639E-01     -3.3325E-10      3.3325E-10      3.7887E-04         200
    193200      5.3667E-01     -3.3325E-10      3.3325E-10      3.7868E-04         200
    193300      5.3694E-01     -3.3325E-10      3.3325E-10      3.7849E-04         200
    193400      5.3722E-01     -3.3325E-10      3.3325E-10      3.7830E-04         200
    193500      5.3750E-01     -3.3325E-10      3.3325E-10      3.7810E-04         200
    193600      5.3778E-01     -3.3325E-10      3.3325E-10      3.7791E-04         200
    193700      5.3806E-01     -3.3325E-10      3.3325E-10      3.7772E-04         200
    193800      5.3833E-01     -3.3325E-10      3.3325E-10      3.7753E-04         200
    193900      5.3861E-01     -3.3325E-10      3.3325E-10      3.7734E-04         200
    194000      5.3889E-01     -3.3325E-10      3.3325E-10      3.7715E-04         200
    194100      5.3917E-01     -3.3325E-10      3.3325E-10      3.7696E-04         200
    194200      5.3944E-01     -3.3325E-10      3.3325E-10      3.7677E-04         200
    194300      5.3972E-01     -3.3325E-10      3.3325E-10      3.7658E-04         200
    194400      5.4000E-01     -3.3325E-10      3.3325E-10      3.7640E-04         200
    194500      5.4028E-01     -3.3325E-10      3.3325E-10      3.7621E-04         200
    194600      5.4056E-01     -3.3325E-10      3.3325E-10      3.7602E-04         200
    194700      5.4083E-01     -3.3325E-10      3.3325E-10      3.7583E-04         200
    194800      5.4111E-01     -3.3325E-10      3.3325E-10      3.7564E-04         200
    194900      5.4139E-01     -3.3325E-10      3.3325E-10      3.7545E-04         200
    195000      5.4167E-01     -3.3325E-10      3.3325E-10      3.7527E-04         200
    195100      5.4194E-01     -3.3325E-10      3.3325E-10      3.7508E-04         200
    195200      5.4222E-01     -3.3325E-10      3.3325E-10      3.7489E-04         200
    195300      5.4250E-01     -3.3325E-10      3.3325E-10      3.7470E-04         200
    195400      5.4278E-01     -3.3325E-10      3.3325E-10      3.7451E-04         200
    195500      5.4306E-01     -3.3325E-10      3.3325E-10      3.7433E-04         200
    195600      5.4333E-01     -3.3325E-10      3.3325E-10      3.7414E-04         200
    195700      5.4361E-01     -3.3325E-10      3.3325E-10      3.7395E-04         200
    195800      5.4389E-01     -3.3325E-10      3.3325E-10      3.7377E-04         200
    195900      5.4417E-01     -3.3325E-10      3.3325E-10      3.7358E-04         200
    196000      5.4444E-01     -3.3325E-10      3.3325E-10      3.7340E-04         200
    196100      5.4472E-01     -3.3325E-10      3.3325E-10      3.7321E-04         200
    196200      5.4500E-01     -3.3325E-10      3.3325E-10      3.7302E-04         200
    196300      5.4528E-01     -3.3325E-10      3.3325E-10      3.7284E-04         200
    196400      5.4556E-01     -3.3325E-10      3.3325E-10      3.7265E-04         200
    196500      5.4583E-01     -3.3325E-10      3.3325E-10      3.7247E-04         200
    196600      5.4611E-01     -3.3325E-10      3.3325E-10      3.7228E-04         200
    196700      5.4639E-01     -3.3325E-10      3.3325E-10      3.7210E-04         200
    196800      5.4667E-01     -3.3325E-10      3.3325E-10      3.7191E-04         200
    196900      5.4694E-01     -3.3325E-10      3.3325E-10      3.7173E-04         200
    197000      5.4722E-01     -3.3325E-10      3.3325E-10      3.7154E-04         200
    197100      5.4750E-01     -3.3325E-10      3.3325E-10      3.7136E-04         200
    197200      5.4778E-01     -3.3325E-10      3.3325E-10      3.7118E-04         200
    197300      5.4806E-01     -3.3325E-10      3.3325E-10      3.7099E-04         200
    197400      5.4833E-01     -3.3325E-10      3.3325E-10      3.7081E-04         200
    197500      5.4861E-01     -3.3325E-10      3.3325E-10      3.7063E-04         200
    197600      5.4889E-01     -3.3325E-10      3.3325E-10      3.7044E-04         200
    197700      5.4917E-01     -3.3325E-10      3.3325E-10      3.7026E-04         200
    197800      5.4944E-01     -3.3325E-10      3.3325E-10      3.7008E-04         200
    197900      5.4972E-01     -3.3325E-10      3.3325E-10      3.6989E-04         200
    198000      5.5000E-01     -3.3325E-10      3.3325E-10      3.6971E-04         200
    198100      5.5028E-01     -3.3325E-10      3.3325E-10      3.6953E-04         200
    198200      5.5056E-01     -3.3325E-10      3.3325E-10      3.6935E-04         200
    198300      5.5083E-01     -3.3325E-10      3.3325E-10      3.6917E-04         200
    198400      5.5111E-01     -3.3325E-10      3.3325E-10      3.6898E-04         200
    198500      5.5139E-01     -3.3325E-10      3.3325E-10      3.6880E-04         200
    198600      5.5167E-01     -3.3325E-10      3.3325E-10      3.6862E-04         200
    198700      5.5194E-01     -3.3325E-10      3.3325E-10      3.6844E-04         200
    198800      5.5222E-01     -3.3325E-10      3.3325E-10      3.6826E-04         200
    198900      5.5250E-01     -3.3325E-10      3.3325E-10      3.6808E-04         200
    199000      5.5278E-01     -3.3325E-10      3.3325E-10      3.6790E-04         200
    199100      5.5306E-01     -3.3325E-10      3.3325E-10      3.6772E-04         200
    199200      5.5333E-01     -3.3325E-10      3.3325E-10      3.6754E-04         200
    199300      5.5361E-01     -3.3325E-10      3.3325E-10      3.6736E-04         200
    199400      5.5389E-01     -3.3325E-10      3.3325E-10      3.6718E-04         200
    199500      5.5417E-01     -3.3325E-10      3.3325E-10      3.6700E-04         200
    199600      5.5444E-01     -3.3325E-10      3.3325E-10      3.6682E-04         200
    199700      5.5472E-01     -3.3325E-10      3.3325E-10      3.6664E-04         200
    199800      5.5500E-01     -3.3325E-10      3.3325E-10      3.6646E-04         200
    199900      5.5528E-01     -3.3325E-10      3.3325E-10      3.6628E-04         200
    200000      5.5556E-01     -3.3325E-10      3.3325E-10      3.6610E-04         200
    200100      5.5583E-01     -3.3325E-10      3.3325E-10      3.6592E-04         200
    200200      5.5611E-01     -3.3325E-10      3.3325E-10      3.6574E-04         200
    200300      5.5639E-01     -3.3325E-10      3.3325E-10      3.6556E-04         200
    200400      5.5667E-01     -3.3325E-10      3.3325E-10      3.6539E-04         200
    200500      5.5694E-01     -3.3325E-10      3.3325E-10      3.6521E-04         200
    200600      5.5722E-01     -3.3325E-10      3.3325E-10      3.6503E-04         200
    200700      5.5750E-01     -3.3325E-10      3.3325E-10      3.6485E-04         200
    200800      5.5778E-01     -3.3325E-10      3.3325E-10      3.6467E-04         200
    200900      5.5806E-01     -3.3325E-10      3.3325E-10      3.6450E-04         200
    201000      5.5833E-01     -3.3325E-10      3.3325E-10      3.6432E-04         200
    201100      5.5861E-01     -3.3325E-10      3.3325E-10      3.6414E-04         200
    201200      5.5889E-01     -3.3325E-10      3.3325E-10      3.6397E-04         200
    201300      5.5917E-01     -3.3325E-10      3.3325E-10      3.6379E-04         200
    201400      5.5944E-01     -3.3325E-10      3.3325E-10      3.6361E-04         200
    201500      5.5972E-01     -3.3325E-10      3.3325E-10      3.6344E-04         200
    201600      5.6000E-01     -3.3325E-10      3.3325E-10      3.6326E-04         200
    201700      5.6028E-01     -3.3325E-10      3.3325E-10      3.6308E-04         200
    201800      5.6056E-01     -3.3325E-10      3.3325E-10      3.6291E-04         200
    201900      5.6083E-01     -3.3325E-10      3.3325E-10      3.6273E-04         200
    202000      5.6111E-01     -3.3325E-10      3.3325E-10      3.6256E-04         200
    202100      5.6139E-01     -3.3325E-10      3.3325E-10      3.6238E-04         200
    202200      5.6167E-01     -3.3325E-10      3.3325E-10      3.6221E-04         200
    202300      5.6194E-01     -3.3325E-10      3.3325E-10      3.6203E-04         200
    202400      5.6222E-01     -3.3325E-10      3.3325E-10      3.6186E-04         200
    202500      5.6250E-01     -3.3325E-10      3.3325E-10      3.6168E-04         200
    202600      5.6278E-01     -3.3325E-10      3.3325E-10      3.6151E-04         200
    202700      5.6306E-01     -3.3325E-10      3.3325E-10      3.6133E-04         200
    202800      5.6333E-01     -3.3325E-10      3.3325E-10      3.6116E-04         200
    202900      5.6361E-01     -3.3325E-10      3.3325E-10      3.6099E-04         200
    203000      5.6389E-01     -3.3325E-10      3.3325E-10      3.6081E-04         200
    203100      5.6417E-01     -3.3325E-10      3.3325E-10      3.6064E-04         200
    203200      5.6444E-01     -3.3325E-10      3.3325E-10      3.6046E-04         200
    203300      5.6472E-01     -3.3325E-10      3.3325E-10      3.6029E-04         200
    203400      5.6500E-01     -3.3325E-10      3.3325E-10      3.6012E-04         200
    203500      5.6528E-01     -3.3325E-10      3.3325E-10      3.5995E-04         200
    203600      5.6556E-01     -3.3325E-10      3.3325E-10      3.5977E-04         200
    203700      5.6583E-01     -3.3325E-10      3.3325E-10      3.5960E-04         200
    203800      5.6611E-01     -3.3325E-10      3.3325E-10      3.5943E-04         200
    203900      5.6639E-01     -3.3325E-10      3.3325E-10      3.5926E-04         200
    204000      5.6667E-01     -3.3325E-10      3.3325E-10      3.5908E-04         200
    204100      5.6694E-01     -3.3325E-10      3.3325E-10      3.5891E-04         200
    204200      5.6722E-01     -3.3325E-10      3.3325E-10      3.5874E-04         200
    204300      5.6750E-01     -3.3325E-10      3.3325E-10      3.5857E-04         200
    204400      5.6778E-01     -3.3325E-10      3.3325E-10      3.5840E-04         200
    204500      5.6806E-01     -3.3325E-10      3.3325E-10      3.5823E-04         200
    204600      5.6833E-01     -3.3325E-10      3.3325E-10      3.5805E-04         200
    204700      5.6861E-01     -3.3325E-10      3.3325E-10      3.5788E-04         200
    204800      5.6889E-01     -3.3325E-10      3.3325E-10      3.5771E-04         200
    204900      5.6917E-01     -3.3325E-10      3.3325E-10      3.5754E-04         200
    205000      5.6944E-01     -3.3325E-10      3.3325E-10      3.5737E-04         200
    205100      5.6972E-01     -3.3325E-10      3.3325E-10      3.5720E-04         200
    205200      5.7000E-01     -3.3325E-10      3.3325E-10      3.5703E-04         200
    205300      5.7028E-01     -3.3325E-10      3.3325E-10      3.5686E-04         200
    205400      5.7056E-01     -3.3325E-10      3.3325E-10      3.5669E-04         200
    205500      5.7083E-01     -3.3325E-10      3.3325E-10      3.5652E-04         200
    205600      5.7111E-01     -3.3325E-10      3.3325E-10      3.5635E-04         200
    205700      5.7139E-01     -3.3325E-10      3.3325E-10      3.5618E-04         200
    205800      5.7167E-01     -3.3325E-10      3.3325E-10      3.5601E-04         200
    205900      5.7194E-01     -3.3325E-10      3.3325E-10      3.5584E-04         200
    206000      5.7222E-01     -3.3325E-10      3.3325E-10      3.5568E-04         200
    206100      5.7250E-01     -3.3325E-10      3.3325E-10      3.5551E-04         200
    206200      5.7278E-01     -3.3325E-10      3.3325E-10      3.5534E-04         200
    206300      5.7306E-01     -3.3325E-10      3.3325E-10      3.5517E-04         200
    206400      5.7333E-01     -3.3325E-10      3.3325E-10      3.5500E-04         200
    206500      5.7361E-01     -3.3325E-10      3.3325E-10      3.5483E-04         200
    206600      5.7389E-01     -3.3325E-10      3.3325E-10      3.5467E-04         200
    206700      5.7417E-01     -3.3325E-10      3.3325E-10      3.5450E-04         200
    206800      5.7444E-01     -3.3325E-10      3.3325E-10      3.5433E-04         200
    206900      5.7472E-01     -3.3325E-10      3.3325E-10      3.5416E-04         200
    207000      5.7500E-01     -3.3325E-10      3.3325E-10      3.5400E-04         200
    207100      5.7528E-01     -3.3325E-10      3.3325E-10      3.5383E-04         200
    207200      5.7556E-01     -3.3325E-10      3.3325E-10      3.5366E-04         200
    207300      5.7583E-01     -3.3325E-10      3.3325E-10      3.5349E-04         200
    207400      5.7611E-01     -3.3325E-10      3.3325E-10      3.5333E-04         200
    207500      5.7639E-01     -3.3325E-10      3.3325E-10      3.5316E-04         200
    207600      5.7667E-01     -3.3325E-10      3.3325E-10      3.5299E-04         200
    207700      5.7694E-01     -3.3325E-10      3.3325E-10      3.5283E-04         200
    207800      5.7722E-01     -3.3325E-10      3.3325E-10      3.5266E-04         200
    207900      5.7750E-01     -3.3325E-10      3.3325E-10      3.5250E-04         200
    208000      5.7778E-01     -3.3325E-10      3.3325E-10      3.5233E-04         200
    208100      5.7806E-01     -3.3325E-10      3.3325E-10      3.5217E-04         200
    208200      5.7833E-01     -3.3325E-10      3.3325E-10      3.5200E-04         200
    208300      5.7861E-01     -3.3325E-10      3.3325E-10      3.5183E-04         200
    208400      5.7889E-01     -3.3325E-10      3.3325E-10      3.5167E-04         200
    208500      5.7917E-01     -3.3325E-10      3.3325E-10      3.5150E-04         200
    208600      5.7944E-01     -3.3325E-10      3.3325E-10      3.5134E-04         200
    208700      5.7972E-01     -3.3325E-10      3.3325E-10      3.5118E-04         200
    208800      5.8000E-01     -3.3325E-10      3.3325E-10      3.5101E-04         200
    208900      5.8028E-01     -3.3325E-10      3.3325E-10      3.5085E-04         200
    209000      5.8056E-01     -3.3325E-10      3.3325E-10      3.5068E-04         200
    209100      5.8083E-01     -3.3325E-10      3.3325E-10      3.5052E-04         200
    209200      5.8111E-01     -3.3325E-10      3.3325E-10      3.5035E-04         200
    209300      5.8139E-01     -3.3325E-10      3.3325E-10      3.5019E-04         200
    209400      5.8167E-01     -3.3325E-10      3.3325E-10      3.5003E-04         200
    209500      5.8194E-01     -3.3325E-10      3.3325E-10      3.4986E-04         200
    209600      5.8222E-01     -3.3325E-10      3.3325E-10      3.4970E-04         200
    209700      5.8250E-01     -3.3325E-10      3.3325E-10      3.4954E-04         200
    209800      5.8278E-01     -3.3325E-10      3.3325E-10      3.4937E-04         200
    209900      5.8306E-01     -3.3325E-10      3.3325E-10      3.4921E-04         200
    210000      5.8333E-01     -3.3325E-10      3.3325E-10      3.4905E-04         200
    210100      5.8361E-01     -3.3325E-10      3.3325E-10      3.4889E-04         200
    210200      5.8389E-01     -3.3325E-10      3.3325E-10      3.4872E-04         200
    210300      5.8417E-01     -3.3325E-10      3.3325E-10      3.4856E-04         200
    210400      5.8444E-01     -3.3325E-10      3.3325E-10      3.4840E-04         200
    210500      5.8472E-01     -3.3325E-10      3.3325E-10      3.4824E-04         200
    210600      5.8500E-01     -3.3325E-10      3.3325E-10      3.4808E-04         200
    210700      5.8528E-01     -3.3325E-10      3.3325E-10      3.4791E-04         200
    210800      5.8556E-01     -3.3325E-10      3.3325E-10      3.4775E-04         200
    210900      5.8583E-01     -3.3325E-10      3.3325E-10      3.4759E-04         200
    211000      5.8611E-01     -3.3325E-10      3.3325E-10      3.4743E-04         200
    211100      5.8639E-01     -3.3325E-10      3.3325E-10      3.4727E-04         200
    211200      5.8667E-01     -3.3325E-10      3.3325E-10      3.4711E-04         200
    211300      5.8694E-01     -3.3325E-10      3.3325E-10      3.4695E-04         200
    211400      5.8722E-01     -3.3325E-10      3.3325E-10      3.4679E-04         200
    211500      5.8750E-01     -3.3325E-10      3.3325E-10      3.4663E-04         200
    211600      5.8778E-01     -3.3325E-10      3.3325E-10      3.4647E-04         200
    211700      5.8806E-01     -3.3325E-10      3.3325E-10      3.4631E-04         200
    211800      5.8833E-01     -3.3325E-10      3.3325E-10      3.4615E-04         200
    211900      5.8861E-01     -3.3325E-10      3.3325E-10      3.4599E-04         200
    212000      5.8889E-01     -3.3325E-10      3.3325E-10      3.4583E-04         200
    212100      5.8917E-01     -3.3325E-10      3.3325E-10      3.4567E-04         200
    212200      5.8944E-01     -3.3325E-10      3.3325E-10      3.4551E-04         200
    212300      5.8972E-01     -3.3325E-10      3.3325E-10      3.4535E-04         200
    212400      5.9000E-01     -3.3325E-10      3.3325E-10      3.4519E-04         200
    212500      5.9028E-01     -3.3325E-10      3.3325E-10      3.4503E-04         200
    212600      5.9056E-01     -3.3325E-10      3.3325E-10      3.4487E-04         200
    212700      5.9083E-01     -3.3325E-10      3.3325E-10      3.4471E-04         200
    212800      5.9111E-01     -3.3325E-10      3.3325E-10      3.4456E-04         200
    212900      5.9139E-01     -3.3325E-10      3.3325E-10      3.4440E-04         200
    213000      5.9167E-01     -3.3325E-10      3.3325E-10      3.4424E-04         200
    213100      5.9194E-01     -3.3325E-10      3.3325E-10      3.4408E-04         200
    213200      5.9222E-01     -3.3325E-10      3.3325E-10      3.4392E-04         200
    213300      5.9250E-01     -3.3325E-10      3.3325E-10      3.4377E-04         200
    213400      5.9278E-01     -3.3325E-10      3.3325E-10      3.4361E-04         200
    213500      5.9306E-01     -3.3325E-10      3.3325E-10      3.4345E-04         200
    213600      5.9333E-01     -3.3325E-10      3.3325E-10      3.4329E-04         200
    213700      5.9361E-01     -3.3325E-10      3.3325E-10      3.4314E-04         200
    213800      5.9389E-01     -3.3325E-10      3.3325E-10      3.4298E-04         200
    213900      5.9417E-01     -3.3325E-10      3.3325E-10      3.4282E-04         200
    214000      5.9444E-01     -3.3325E-10      3.3325E-10      3.4267E-04         200
    214100      5.9472E-01     -3.3325E-10      3.3325E-10      3.4251E-04         200
    214200      5.9500E-01     -3.3325E-10      3.3325E-10      3.4235E-04         200
    214300      5.9528E-01     -3.3325E-10      3.3325E-10      3.4220E-04         200
    214400      5.9556E-01     -3.3325E-10      3.3325E-10      3.4204E-04         200
    214500      5.9583E-01     -3.3325E-10      3.3325E-10      3.4188E-04         200
    214600      5.9611E-01     -3.3325E-10      3.3325E-10      3.4173E-04         200
    214700      5.9639E-01     -3.3325E-10      3.3325E-10      3.4157E-04         200
    214800      5.9667E-01     -3.3325E-10      3.3325E-10      3.4142E-04         200
    214900      5.9694E-01     -3.3325E-10      3.3325E-10      3.4126E-04         200
    215000      5.9722E-01     -3.3325E-10      3.3325E-10      3.4111E-04         200
    215100      5.9750E-01     -3.3325E-10      3.3325E-10      3.4095E-04         200
    215200      5.9778E-01     -3.3325E-10      3.3325E-10      3.4080E-04         200
    215300      5.9806E-01     -3.3325E-10      3.3325E-10      3.4064E-04         200
    215400      5.9833E-01     -3.3325E-10      3.3325E-10      3.4049E-04         200
    215500      5.9861E-01     -3.3325E-10      3.3325E-10      3.4033E-04         200
    215600      5.9889E-01     -3.3325E-10      3.3325E-10      3.4018E-04         200
    215700      5.9917E-01     -3.3325E-10      3.3325E-10      3.4002E-04         200
    215800      5.9944E-01     -3.3325E-10      3.3325E-10      3.3987E-04         200
    215900      5.9972E-01     -3.3325E-10      3.3325E-10      3.3971E-04         200
    216000      6.0000E-01     -3.3325E-10      3.3325E-10      3.3956E-04         200
    216100      6.0028E-01     -3.3325E-10      3.3325E-10      3.3941E-04         200
    216200      6.0056E-01     -3.3325E-10      3.3325E-10      3.3925E-04         200
    216300      6.0083E-01     -3.3325E-10      3.3325E-10      3.3910E-04         200
    216400      6.0111E-01     -3.3325E-10      3.3325E-10      3.3895E-04         200
    216500      6.0139E-01     -3.3325E-10      3.3325E-10      3.3879E-04         200
    216600      6.0167E-01     -3.3325E-10      3.3325E-10      3.3864E-04         200
    216700      6.0194E-01     -3.3325E-10      3.3325E-10      3.3849E-04         200
    216800      6.0222E-01     -3.3325E-10      3.3325E-10      3.3833E-04         200
    216900      6.0250E-01     -3.3325E-10      3.3325E-10      3.3818E-04         200
    217000      6.0278E-01     -3.3325E-10      3.3325E-10      3.3803E-04         200
    217100      6.0306E-01     -3.3325E-10      3.3325E-10      3.3788E-04         200
    217200      6.0333E-01     -3.3325E-10      3.3325E-10      3.3772E-04         200
    217300      6.0361E-01     -3.3325E-10      3.3325E-10      3.3757E-04         200
    217400      6.0389E-01     -3.3325E-10      3.3325E-10      3.3742E-04         200
    217500      6.0417E-01     -3.3325E-10      3.3325E-10      3.3727E-04         200
    217600      6.0444E-01     -3.3325E-10      3.3325E-10      3.3712E-04         200
    217700      6.0472E-01     -3.3325E-10      3.3325E-10      3.3697E-04         200
    217800      6.0500E-01     -3.3325E-10      3.3325E-10      3.3681E-04         200
    217900      6.0528E-01     -3.3325E-10      3.3325E-10      3.3666E-04         200
    218000      6.0556E-01     -3.3325E-10      3.3325E-10      3.3651E-04         200
    218100      6.0583E-01     -3.3325E-10      3.3325E-10      3.3636E-04         200
    218200      6.0611E-01     -3.3325E-10      3.3325E-10      3.3621E-04         200
    218300      6.0639E-01     -3.3325E-10      3.3325E-10      3.3606E-04         200
    218400      6.0667E-01     -3.3325E-10      3.3325E-10      3.3591E-04         200
    218500      6.0694E-01     -3.3325E-10      3.3325E-10      3.3576E-04         200
    218600      6.0722E-01     -3.3325E-10      3.3325E-10      3.3561E-04         200
    218700      6.0750E-01     -3.3325E-10      3.3325E-10      3.3546E-04         200
    218800      6.0778E-01     -3.3325E-10      3.3325E-10      3.3531E-04         200
    218900      6.0806E-01     -3.3325E-10      3.3325E-10      3.3516E-04         200
    219000      6.0833E-01     -3.3325E-10      3.3325E-10      3.3501E-04         200
    219100      6.0861E-01     -3.3325E-10      3.3325E-10      3.3486E-04         200
    219200      6.0889E-01     -3.3325E-10      3.3325E-10      3.3471E-04         200
    219300      6.0917E-01     -3.3325E-10      3.3325E-10      3.3456E-04         200
    219400      6.0944E-01     -3.3325E-10      3.3325E-10      3.3441E-04         200
    219500      6.0972E-01     -3.3325E-10      3.3325E-10      3.3426E-04         200
    219600      6.1000E-01     -3.3325E-10      3.3325E-10      3.3411E-04         200
    219700      6.1028E-01     -3.3325E-10      3.3325E-10      3.3396E-04         200
    219800      6.1056E-01     -3.3325E-10      3.3325E-10      3.3381E-04         200
    219900      6.1083E-01     -3.3325E-10      3.3325E-10      3.3366E-04         200
    220000      6.1111E-01     -3.3325E-10      3.3325E-10      3.3352E-04         200
    220100      6.1139E-01     -3.3325E-10      3.3325E-10      3.3337E-04         200
    220200      6.1167E-01     -3.3325E-10      3.3325E-10      3.3322E-04         200
    220300      6.1194E-01     -3.3325E-10      3.3325E-10      3.3307E-04         200
    220400      6.1222E-01     -3.3325E-10      3.3325E-10      3.3292E-04         200
    220500      6.1250E-01     -3.3325E-10      3.3325E-10      3.3278E-04         200
    220600      6.1278E-01     -3.3325E-10      3.3325E-10      3.3263E-04         200
    220700      6.1306E-01     -3.3325E-10      3.3325E-10      3.3248E-04         200
    220800      6.1333E-01     -3.3325E-10      3.3325E-10      3.3233E-04         200
    220900      6.1361E-01     -3.3325E-10      3.3325E-10      3.3219E-04         200
    221000      6.1389E-01     -3.3325E-10      3.3325E-10      3.3204E-04         200
    221100      6.1417E-01     -3.3325E-10      3.3325E-10      3.3189E-04         200
    221200      6.1444E-01     -3.3325E-10      3.3325E-10      3.3174E-04         200
    221300      6.1472E-01     -3.3325E-10      3.3325E-10      3.3160E-04         200
    221400      6.1500E-01     -3.3325E-10      3.3325E-10      3.3145E-04         200
    221500      6.1528E-01     -3.3325E-10      3.3325E-10      3.3130E-04         200
    221600      6.1556E-01     -3.3325E-10      3.3325E-10      3.3116E-04         200
    221700      6.1583E-01     -3.3325E-10      3.3325E-10      3.3101E-04         200
    221800      6.1611E-01     -3.3325E-10      3.3325E-10      3.3087E-04         200
    221900      6.1639E-01     -3.3325E-10      3.3325E-10      3.3072E-04         200
    222000      6.1667E-01     -3.3325E-10      3.3325E-10      3.3057E-04         200
    222100      6.1694E-01     -3.3325E-10      3.3325E-10      3.3043E-04         200
    222200      6.1722E-01     -3.3325E-10      3.3325E-10      3.3028E-04         200
    222300      6.1750E-01     -3.3325E-10      3.3325E-10      3.3014E-04         200
    222400      6.1778E-01     -3.3325E-10      3.3325E-10      3.2999E-04         200
    222500      6.1806E-01     -3.3325E-10      3.3325E-10      3.2985E-04         200
    222600      6.1833E-01     -3.3325E-10      3.3325E-10      3.2970E-04         200
    222700      6.1861E-01     -3.3325E-10      3.3325E-10      3.2956E-04         200
    222800      6.1889E-01     -3.3325E-10      3.3325E-10      3.2941E-04         200
    222900      6.1917E-01     -3.3325E-10      3.3325E-10      3.2927E-04         200
    223000      6.1944E-01     -3.3325E-10      3.3325E-10      3.2912E-04         200
    223100      6.1972E-01     -3.3325E-10      3.3325E-10      3.2898E-04         200
    223200      6.2000E-01     -3.3325E-10      3.3325E-10      3.2883E-04         200
    223300      6.2028E-01     -3.3325E-10      3.3325E-10      3.2869E-04         200
    223400      6.2056E-01     -3.3325E-10      3.3325E-10      3.2855E-04         200
    223500      6.2083E-01     -3.3325E-10      3.3325E-10      3.2840E-04         200
    223600      6.2111E-01     -3.3325E-10      3.3325E-10      3.2826E-04         200
    223700      6.2139E-01     -3.3325E-10      3.3325E-10      3.2811E-04         200
    223800      6.2167E-01     -3.3325E-10      3.3325E-10      3.2797E-04         200
    223900      6.2194E-01     -3.3325E-10      3.3325E-10      3.2783E-04         200
    224000      6.2222E-01     -3.3325E-10      3.3325E-10      3.2768E-04         200
    224100      6.2250E-01     -3.3325E-10      3.3325E-10      3.2754E-04         200
    224200      6.2278E-01     -3.3325E-10      3.3325E-10      3.2740E-04         200
    224300      6.2306E-01     -3.3325E-10      3.3325E-10      3.2725E-04         200
    224400      6.2333E-01     -3.3325E-10      3.3325E-10      3.2711E-04         200
    224500      6.2361E-01     -3.3325E-10      3.3325E-10      3.2697E-04         200
    224600      6.2389E-01     -3.3325E-10      3.3325E-10      3.2683E-04         200
